"x1","x2","x3","w1","w2","w3"
22.0550994249061,5.31861197382749,48.5459159051081,13.7276445310563,18.0518708121963,46.2668082118034
39.5166626758873,5.23719642002287,92.3866994451969,12.3936261711642,18.4502969949972,47.8520591906272
37.5205848831683,1.08396804983774,54.7709349244911,7.8789629759267,19.8071646771859,46.1557567550335
24.0296027855948,4.94257999587117,23.1568743084339,8.08317262679338,17.1339227131102,46.6822051268537
33.3506774762645,2.14416116749135,49.3012658805036,8.72991519887,15.4376606713049,45.7927933963947
33.819093813654,1.65571789609385,47.4239814446729,8.40573665034026,19.3117966910359,45.0817907974124
43.0772830382921,2.06735581314745,56.8979832166078,6.25898370426148,16.4678337448277,48.5746761190239
28.5990820685402,2.5617713362412,33.7236464508192,7.16784447059035,19.4347026199102,45.326421483187
30.9937774087302,3.92237827723895,42.6960840425039,5.28475754614919,17.114154266892,48.5797471937258
21.9316677143797,2.28138076706611,56.00480167373,9.07843229919672,18.3934807498008,45.7632786803879
28.1158290640451,2.01550366655094,48.1448741725941,6.23954417649657,15.4313929006457,45.3448136569932
40.4361958289519,3.17378796548617,62.2123131695806,5.14229822251946,16.5097386355046,48.1104107655119
33.0343507649377,8.08394658413308,63.755516450126,13.6420783419162,15.4620932147373,45.8183656213805
26.6623152093962,2.48632456051539,72.5344527073473,12.8842247277498,18.9453861420043,47.6171656080987
36.6032202611677,2.65631768587197,64.4295088952891,8.79967879317701,19.4063068705145,47.1489546995144
23.2020184677094,5.12399139528856,30.6099819264951,9.56666458025575,15.723745393334,49.6360836422537
